sentid	comparison	pairid	contextid	lemma	condition	sentence	ROI
356	unexpected	178	178	smile	in-a-sentential-complement	the mechanic knew the customers smiles	6
357	expected	179	179	be	in-a-sentential-complement	the mechanic knew the customers are tall	6
358	unexpected	179	179	be	in-a-sentential-complement	the mechanic knew the customers is tall	6
359	expected	180	180	be	in-a-sentential-complement	the mechanic knew the customers are old	6
360	unexpected	180	180	be	in-a-sentential-complement	the mechanic knew the customers is old	6
361	expected	181	181	be	in-a-sentential-complement	the mechanic knew the customers are young	6
362	unexpected	181	181	be	in-a-sentential-complement	the mechanic knew the customers is young	6
363	expected	182	182	be	in-a-sentential-complement	the mechanic knew the customers are short	6
364	unexpected	182	182	be	in-a-sentential-complement	the mechanic knew the customers is short	6
365	expected	183	183	laugh	in-a-sentential-complement	the mechanic knew the officers laugh	6
366	unexpected	183	183	laugh	in-a-sentential-complement	the mechanic knew the officers laughs	6
367	expected	184	184	swim	in-a-sentential-complement	the mechanic knew the officers swim	6
368	unexpected	184	184	swim	in-a-sentential-complement	the mechanic knew the officers swims	6
369	expected	185	185	smile	in-a-sentential-complement	the mechanic knew the officers smile	6
370	unexpected	185	185	smile	in-a-sentential-complement	the mechanic knew the officers smiles	6
371	expected	186	186	be	in-a-sentential-complement	the mechanic knew the officers are tall	6
372	unexpected	186	186	be	in-a-sentential-complement	the mechanic knew the officers is tall	6
373	expected	187	187	be	in-a-sentential-complement	the mechanic knew the officers are old	6
374	unexpected	187	187	be	in-a-sentential-complement	the mechanic knew the officers is old	6
375	expected	188	188	be	in-a-sentential-complement	the mechanic knew the officers are young	6
376	unexpected	188	188	be	in-a-sentential-complement	the mechanic knew the officers is young	6
377	expected	189	189	be	in-a-sentential-complement	the mechanic knew the officers are short	6
378	unexpected	189	189	be	in-a-sentential-complement	the mechanic knew the officers is short	6
379	expected	190	190	laugh	in-a-sentential-complement	the mechanic knew the teachers laugh	6
380	unexpected	190	190	laugh	in-a-sentential-complement	the mechanic knew the teachers laughs	6
381	expected	191	191	swim	in-a-sentential-complement	the mechanic knew the teachers swim	6
382	unexpected	191	191	swim	in-a-sentential-complement	the mechanic knew the teachers swims	6
383	expected	192	192	smile	in-a-sentential-complement	the mechanic knew the teachers smile	6
384	unexpected	192	192	smile	in-a-sentential-complement	the mechanic knew the teachers smiles	6
385	expected	193	193	be	in-a-sentential-complement	the mechanic knew the teachers are tall	6
386	unexpected	193	193	be	in-a-sentential-complement	the mechanic knew the teachers is tall	6
387	expected	194	194	be	in-a-sentential-complement	the mechanic knew the teachers are old	6
388	unexpected	194	194	be	in-a-sentential-complement	the mechanic knew the teachers is old	6
389	expected	195	195	be	in-a-sentential-complement	the mechanic knew the teachers are young	6
390	unexpected	195	195	be	in-a-sentential-complement	the mechanic knew the teachers is young	6
391	expected	196	196	be	in-a-sentential-complement	the mechanic knew the teachers are short	6
392	unexpected	196	196	be	in-a-sentential-complement	the mechanic knew the teachers is short	6
393	expected	197	197	laugh	in-a-sentential-complement	the mechanic knew the senators laugh	6
394	unexpected	197	197	laugh	in-a-sentential-complement	the mechanic knew the senators laughs	6
395	expected	198	198	swim	in-a-sentential-complement	the mechanic knew the senators swim	6
396	unexpected	198	198	swim	in-a-sentential-complement	the mechanic knew the senators swims	6
397	expected	199	199	smile	in-a-sentential-complement	the mechanic knew the senators smile	6
398	unexpected	199	199	smile	in-a-sentential-complement	the mechanic knew the senators smiles	6
399	expected	200	200	be	in-a-sentential-complement	the mechanic knew the senators are tall	6
400	unexpected	200	200	be	in-a-sentential-complement	the mechanic knew the senators is tall	6
401	expected	201	201	be	in-a-sentential-complement	the mechanic knew the senators are old	6
402	unexpected	201	201	be	in-a-sentential-complement	the mechanic knew the senators is old	6
403	expected	202	202	be	in-a-sentential-complement	the mechanic knew the senators are young	6
404	unexpected	202	202	be	in-a-sentential-complement	the mechanic knew the senators is young	6
405	expected	203	203	be	in-a-sentential-complement	the mechanic knew the senators are short	6
406	unexpected	203	203	be	in-a-sentential-complement	the mechanic knew the senators is short	6
407	expected	204	204	laugh	in-a-sentential-complement	the mechanic knew the consultants laugh	6
408	unexpected	204	204	laugh	in-a-sentential-complement	the mechanic knew the consultants laughs	6
409	expected	205	205	swim	in-a-sentential-complement	the mechanic knew the consultants swim	6
410	unexpected	205	205	swim	in-a-sentential-complement	the mechanic knew the consultants swims	6
411	expected	206	206	smile	in-a-sentential-complement	the mechanic knew the consultants smile	6
412	unexpected	206	206	smile	in-a-sentential-complement	the mechanic knew the consultants smiles	6
413	expected	207	207	be	in-a-sentential-complement	the mechanic knew the consultants are tall	6
414	unexpected	207	207	be	in-a-sentential-complement	the mechanic knew the consultants is tall	6
415	expected	208	208	be	in-a-sentential-complement	the mechanic knew the consultants are old	6
416	unexpected	208	208	be	in-a-sentential-complement	the mechanic knew the consultants is old	6
417	expected	209	209	be	in-a-sentential-complement	the mechanic knew the consultants are young	6
418	unexpected	209	209	be	in-a-sentential-complement	the mechanic knew the consultants is young	6
419	expected	210	210	be	in-a-sentential-complement	the mechanic knew the consultants are short	6
420	unexpected	210	210	be	in-a-sentential-complement	the mechanic knew the consultants is short	6
421	expected	211	211	laugh	in-a-sentential-complement	the banker said the authors laugh	6
422	unexpected	211	211	laugh	in-a-sentential-complement	the banker said the authors laughs	6
423	expected	212	212	swim	in-a-sentential-complement	the banker said the authors swim	6
424	unexpected	212	212	swim	in-a-sentential-complement	the banker said the authors swims	6
425	expected	213	213	smile	in-a-sentential-complement	the banker said the authors smile	6
426	unexpected	213	213	smile	in-a-sentential-complement	the banker said the authors smiles	6
427	expected	214	214	be	in-a-sentential-complement	the banker said the authors are tall	6
428	unexpected	214	214	be	in-a-sentential-complement	the banker said the authors is tall	6
429	expected	215	215	be	in-a-sentential-complement	the banker said the authors are old	6
430	unexpected	215	215	be	in-a-sentential-complement	the banker said the authors is old	6
431	expected	216	216	be	in-a-sentential-complement	the banker said the authors are young	6
432	unexpected	216	216	be	in-a-sentential-complement	the banker said the authors is young	6
433	expected	217	217	be	in-a-sentential-complement	the banker said the authors are short	6
434	unexpected	217	217	be	in-a-sentential-complement	the banker said the authors is short	6
435	expected	218	218	laugh	in-a-sentential-complement	the banker said the pilots laugh	6
436	unexpected	218	218	laugh	in-a-sentential-complement	the banker said the pilots laughs	6
437	expected	219	219	swim	in-a-sentential-complement	the banker said the pilots swim	6
438	unexpected	219	219	swim	in-a-sentential-complement	the banker said the pilots swims	6
439	expected	220	220	smile	in-a-sentential-complement	the banker said the pilots smile	6
440	unexpected	220	220	smile	in-a-sentential-complement	the banker said the pilots smiles	6
441	expected	221	221	be	in-a-sentential-complement	the banker said the pilots are tall	6
442	unexpected	221	221	be	in-a-sentential-complement	the banker said the pilots is tall	6
443	expected	222	222	be	in-a-sentential-complement	the banker said the pilots are old	6
444	unexpected	222	222	be	in-a-sentential-complement	the banker said the pilots is old	6
445	expected	223	223	be	in-a-sentential-complement	the banker said the pilots are young	6
446	unexpected	223	223	be	in-a-sentential-complement	the banker said the pilots is young	6
447	expected	224	224	be	in-a-sentential-complement	the banker said the pilots are short	6
448	unexpected	224	224	be	in-a-sentential-complement	the banker said the pilots is short	6
449	expected	225	225	laugh	in-a-sentential-complement	the banker said the surgeons laugh	6
450	unexpected	225	225	laugh	in-a-sentential-complement	the banker said the surgeons laughs	6
451	expected	226	226	swim	in-a-sentential-complement	the banker said the surgeons swim	6
452	unexpected	226	226	swim	in-a-sentential-complement	the banker said the surgeons swims	6
453	expected	227	227	smile	in-a-sentential-complement	the banker said the surgeons smile	6
454	unexpected	227	227	smile	in-a-sentential-complement	the banker said the surgeons smiles	6
455	expected	228	228	be	in-a-sentential-complement	the banker said the surgeons are tall	6
456	unexpected	228	228	be	in-a-sentential-complement	the banker said the surgeons is tall	6
457	expected	229	229	be	in-a-sentential-complement	the banker said the surgeons are old	6
458	unexpected	229	229	be	in-a-sentential-complement	the banker said the surgeons is old	6
459	expected	230	230	be	in-a-sentential-complement	the banker said the surgeons are young	6
460	unexpected	230	230	be	in-a-sentential-complement	the banker said the surgeons is young	6
461	expected	231	231	be	in-a-sentential-complement	the banker said the surgeons are short	6
462	unexpected	231	231	be	in-a-sentential-complement	the banker said the surgeons is short	6
463	expected	232	232	laugh	in-a-sentential-complement	the banker said the farmers laugh	6
464	unexpected	232	232	laugh	in-a-sentential-complement	the banker said the farmers laughs	6
465	expected	233	233	swim	in-a-sentential-complement	the banker said the farmers swim	6
466	unexpected	233	233	swim	in-a-sentential-complement	the banker said the farmers swims	6
467	expected	234	234	smile	in-a-sentential-complement	the banker said the farmers smile	6
468	unexpected	234	234	smile	in-a-sentential-complement	the banker said the farmers smiles	6
469	expected	235	235	be	in-a-sentential-complement	the banker said the farmers are tall	6
470	unexpected	235	235	be	in-a-sentential-complement	the banker said the farmers is tall	6
471	expected	236	236	be	in-a-sentential-complement	the banker said the farmers are old	6
472	unexpected	236	236	be	in-a-sentential-complement	the banker said the farmers is old	6
473	expected	237	237	be	in-a-sentential-complement	the banker said the farmers are young	6
474	unexpected	237	237	be	in-a-sentential-complement	the banker said the farmers is young	6
475	expected	238	238	be	in-a-sentential-complement	the banker said the farmers are short	6
476	unexpected	238	238	be	in-a-sentential-complement	the banker said the farmers is short	6
477	expected	239	239	laugh	in-a-sentential-complement	the banker said the managers laugh	6
478	unexpected	239	239	laugh	in-a-sentential-complement	the banker said the managers laughs	6
479	expected	240	240	swim	in-a-sentential-complement	the banker said the managers swim	6
480	unexpected	240	240	swim	in-a-sentential-complement	the banker said the managers swims	6
481	expected	241	241	smile	in-a-sentential-complement	the banker said the managers smile	6
482	unexpected	241	241	smile	in-a-sentential-complement	the banker said the managers smiles	6
483	expected	242	242	be	in-a-sentential-complement	the banker said the managers are tall	6
